python_expression,natural_language
(4 + 13) + (39 * 32) - 39,"add 4 and 13, multiply 39 by 32, add the results, then subtract 39."
((4 + 13) + (39 * 32) - 39) + 38,"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then add 38."
((4 + 13) + (39 * 32) - 39) - 45,"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then subtract 45."
((4 + 13) + (39 * 32) - 39) - (27 + 18 + 26),"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then subtract the sum of 27, 18, and 26."
((4 + 13) + (39 * 32) - 39) + (6 - 49),"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then add the difference of 6 and 49)."
((4 + 13) + (39 * 32) - 39) - (5 * 6),"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then subtract the product of 5 and 6."
((4 + 13) + (39 * 32) - 39) * (8 * 9),"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then multiply that by the product of 8 and 9."
((4 + 13) + (39 * 32) - 39) - (14 + 21 + 20),"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then subtract the sum of 14, 21, and 20."
((4 + 13) + (39 * 32) - 39) + (3 + 44),"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then add the sum of 3 and 44."
((4 + 13) + (39 * 32) - 39) + 49,"add 4 and 13, multiply 39 by 32, add the results, then subtract 39, then add 49."
9 * (47 + 12) + 38,"add 47 and 12, multiply that by 9, then add 38."
(9 * (47 + 12) + 38) * 6,"add 47 and 12, multiply that by 9, then add 38, then multiply that by 6."
(9 * (47 + 12) + 38) * (6 * 7),"add 47 and 12, multiply that by 9, then add 38, then multiply that by the product of 6 and 7."
(9 * (47 + 12) + 38) - 33,"add 47 and 12, multiply that by 9, then add 38, then subtract 33."
(9 * (47 + 12) + 38) - (21 + 28),"add 47 and 12, multiply that by 9, then add 38, then subtract the sum of 21 and 28."
(9 * (47 + 12) + 38) - (8 * 2),"add 47 and 12, multiply that by 9, then add 38, then subtract the product of 8 and 2."
(9 * (47 + 12) + 38) * 12,"add 47 and 12, multiply that by 9, then add 38, then multiply that by 12."
(9 * (47 + 12) + 38) * 5,"add 47 and 12, multiply that by 9, then add 38, then multiply that by 5."
(9 * (47 + 12) + 38) - (48 + 23),"add 47 and 12, multiply that by 9, then add 38, then subtract the sum of 48 and 23."
(9 * (47 + 12) + 38) + 4,"add 47 and 12, multiply that by 9, then add 38, then add 4."
(48 * (42 + 20)) - 10,"add 42 and 20, multiply that by 48, then subtract 10."
((48 * (42 + 20)) - 10) * (15 + 6),"add 42 and 20, multiply that by 48, then subtract 10, then multiply that by the sum of 15 and 6."
((48 * (42 + 20)) - 10) * (4 + 6),"add 42 and 20, multiply that by 48, then subtract 10, then multiply that by the sum of 4 and 6."
((48 * (42 + 20)) - 10) - (13 + 15 + 3),"add 42 and 20, multiply that by 48, then subtract 10, then subtract the sum of 13, 15, and 3."
((48 * (42 + 20)) - 10) + (31 - 26),"add 42 and 20, multiply that by 48, then subtract 10, then add the difference of 31 and 26)."
((48 * (42 + 20)) - 10) * (3 + 5),"add 42 and 20, multiply that by 48, then subtract 10, then multiply that by the sum of 3 and 5."
((48 * (42 + 20)) - 10) * (6 + 2),"add 42 and 20, multiply that by 48, then subtract 10, then multiply that by the sum of 6 and 2."
((48 * (42 + 20)) - 10) + 40,"add 42 and 20, multiply that by 48, then subtract 10, then add 40."
((48 * (42 + 20)) - 10) + (10 - 42),"add 42 and 20, multiply that by 48, then subtract 10, then add the difference of 10 and 42)."
((48 * (42 + 20)) - 10) + (3 * 10),"add 42 and 20, multiply that by 48, then subtract 10, then add the product of 3 and 10."
(16 + 7) * 25 + 14 - 18,"add 16 and 7, multiply that by 25, then add 14, then subtract 18."
((16 + 7) * 25 + 14 - 18) - (24 - 14),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then subtract the difference of 24 and 14."
((16 + 7) * 25 + 14 - 18) - (9 * 3),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then subtract the product of 9 and 3."
((16 + 7) * 25 + 14 - 18) + 41,"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then add 41."
((16 + 7) * 25 + 14 - 18) + (16 + 21 + 22),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then add the sum of 16, 21, and 22."
((16 + 7) * 25 + 14 - 18) + (12 * 3),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then add the product of 12 and 3."
((16 + 7) * 25 + 14 - 18) - (47 - 41),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then subtract the difference of 47 and 41."
((16 + 7) * 25 + 14 - 18) - (10 + 26),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then subtract the sum of 10 and 26."
((16 + 7) * 25 + 14 - 18) - (11 + 25 + 29),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then subtract the sum of 11, 25, and 29."
((16 + 7) * 25 + 14 - 18) - (9 - 35),"add 16 and 7, multiply that by 25, then add 14, then subtract 18, then subtract the difference of 9 and 35."
((11 - 8) * (27 - 47)),"take 11 minus 8, take 27 minus 47, then multiply the two results."
(((11 - 8) * (27 - 47))) - (8 + 3 + 27),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the sum of 8, 3, and 27."
(((11 - 8) * (27 - 47))) - (9 * 7),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the product of 9 and 7."
(((11 - 8) * (27 - 47))) - (8 + 16 + 13),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the sum of 8, 16, and 13."
(((11 - 8) * (27 - 47))) - (22 + 4 + 3),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the sum of 22, 4, and 3."
(((11 - 8) * (27 - 47))) + 33,"take 11 minus 8, take 27 minus 47, then multiply the two results, then add 33."
(((11 - 8) * (27 - 47))) - (3 + 35),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the sum of 3 and 35."
(((11 - 8) * (27 - 47))) - (38 - 38),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the difference of 38 and 38."
(((11 - 8) * (27 - 47))) + (16 + 7),"take 11 minus 8, take 27 minus 47, then multiply the two results, then add the sum of 16 and 7."
(((11 - 8) * (27 - 47))) - (28 + 30 + 30),"take 11 minus 8, take 27 minus 47, then multiply the two results, then subtract the sum of 28, 30, and 30."
((43 - 9) * (25 - 31)),"take 43 minus 9, take 25 minus 31, then multiply the two results."
(((43 - 9) * (25 - 31))) - (34 - 46),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the difference of 34 and 46."
(((43 - 9) * (25 - 31))) * (8 * 10),"take 43 minus 9, take 25 minus 31, then multiply the two results, then multiply that by the product of 8 and 10."
(((43 - 9) * (25 - 31))) - (9 + 11),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the sum of 9 and 11."
(((43 - 9) * (25 - 31))) - (11 * 8),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the product of 11 and 8."
(((43 - 9) * (25 - 31))) - 8,"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract 8."
(((43 - 9) * (25 - 31))) - (3 * 3),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the product of 3 and 3."
(((43 - 9) * (25 - 31))) - (4 * 2),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the product of 4 and 2."
(((43 - 9) * (25 - 31))) - (16 + 15 + 23),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the sum of 16, 15, and 23."
(((43 - 9) * (25 - 31))) - (2 * 9),"take 43 minus 9, take 25 minus 31, then multiply the two results, then subtract the product of 2 and 9."
1 * (4 + 39 + 37) - 33,"add 4, 39, and 37, multiply that by 1, then subtract 33."
(1 * (4 + 39 + 37) - 33) + (6 * 3),"add 4, 39, and 37, multiply that by 1, then subtract 33, then add the product of 6 and 3."
(1 * (4 + 39 + 37) - 33) + (3 * 3),"add 4, 39, and 37, multiply that by 1, then subtract 33, then add the product of 3 and 3."
(1 * (4 + 39 + 37) - 33) + (2 * 7),"add 4, 39, and 37, multiply that by 1, then subtract 33, then add the product of 2 and 7."
(1 * (4 + 39 + 37) - 33) + (4 * 2),"add 4, 39, and 37, multiply that by 1, then subtract 33, then add the product of 4 and 2."
(1 * (4 + 39 + 37) - 33) + (25 + 6),"add 4, 39, and 37, multiply that by 1, then subtract 33, then add the sum of 25 and 6."
(1 * (4 + 39 + 37) - 33) + (11 - 15),"add 4, 39, and 37, multiply that by 1, then subtract 33, then add the difference of 11 and 15)."
(1 * (4 + 39 + 37) - 33) + 15,"add 4, 39, and 37, multiply that by 1, then subtract 33, then add 15."
(1 * (4 + 39 + 37) - 33) - (45 - 48),"add 4, 39, and 37, multiply that by 1, then subtract 33, then subtract the difference of 45 and 48."
(1 * (4 + 39 + 37) - 33) - 49,"add 4, 39, and 37, multiply that by 1, then subtract 33, then subtract 49."
(18 + 19) * (20 + 23) - 39,"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39."
((18 + 19) * (20 + 23) - 39) + 20,"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then add 20."
((18 + 19) * (20 + 23) - 39) + (2 * 11),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then add the product of 2 and 11."
((18 + 19) * (20 + 23) - 39) + (11 + 13),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then add the sum of 11 and 13."
((18 + 19) * (20 + 23) - 39) * (5 + 17),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then multiply that by the sum of 5 and 17."
((18 + 19) * (20 + 23) - 39) + (6 * 4),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then add the product of 6 and 4."
((18 + 19) * (20 + 23) - 39) + 15,"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then add 15."
((18 + 19) * (20 + 23) - 39) + (7 * 9),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then add the product of 7 and 9."
((18 + 19) * (20 + 23) - 39) - (20 + 37),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then subtract the sum of 20 and 37."
((18 + 19) * (20 + 23) - 39) - (22 - 13),"add 18 and 19, add 20 and 23, multiply the sums, then subtract 39, then subtract the difference of 22 and 13."
(31 + 6) * 7 + 40 - 23,"add 31 and 6, multiply that by 7, then add 40, then subtract 23."
((31 + 6) * 7 + 40 - 23) + (7 - 8),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then add the difference of 7 and 8)."
((31 + 6) * 7 + 40 - 23) * (6 * 4),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then multiply that by the product of 6 and 4."
((31 + 6) * 7 + 40 - 23) - (4 * 4),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then subtract the product of 4 and 4."
((31 + 6) * 7 + 40 - 23) - (9 + 12 + 18),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then subtract the sum of 9, 12, and 18."
((31 + 6) * 7 + 40 - 23) + (17 + 50),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then add the sum of 17 and 50."
((31 + 6) * 7 + 40 - 23) * 6,"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then multiply that by 6."
((31 + 6) * 7 + 40 - 23) + (8 * 12),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then add the product of 8 and 12."
((31 + 6) * 7 + 40 - 23) + 10,"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then add 10."
((31 + 6) * 7 + 40 - 23) + (3 - 27),"add 31 and 6, multiply that by 7, then add 40, then subtract 23, then add the difference of 3 and 27)."
15 * (29 + 28) + 8,"add 29 and 28, multiply that by 15, then add 8."
(15 * (29 + 28) + 8) - 46,"add 29 and 28, multiply that by 15, then add 8, then subtract 46."
(15 * (29 + 28) + 8) - 10,"add 29 and 28, multiply that by 15, then add 8, then subtract 10."
(15 * (29 + 28) + 8) - (6 * 10),"add 29 and 28, multiply that by 15, then add 8, then subtract the product of 6 and 10."
(15 * (29 + 28) + 8) - (4 * 11),"add 29 and 28, multiply that by 15, then add 8, then subtract the product of 4 and 11."
(15 * (29 + 28) + 8) - (6 * 12),"add 29 and 28, multiply that by 15, then add 8, then subtract the product of 6 and 12."
(15 * (29 + 28) + 8) + (3 * 5),"add 29 and 28, multiply that by 15, then add 8, then add the product of 3 and 5."
(15 * (29 + 28) + 8) * (13 + 18),"add 29 and 28, multiply that by 15, then add 8, then multiply that by the sum of 13 and 18."
(15 * (29 + 28) + 8) + 26,"add 29 and 28, multiply that by 15, then add 8, then add 26."
(15 * (29 + 28) + 8) - (2 * 8),"add 29 and 28, multiply that by 15, then add 8, then subtract the product of 2 and 8."
(41 + 9) + (40 * 44) - 25,"add 41 and 9, multiply 40 by 44, add the results, then subtract 25."
((41 + 9) + (40 * 44) - 25) + (30 + 12 + 16),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then add the sum of 30, 12, and 16."
((41 + 9) + (40 * 44) - 25) + (25 + 20),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then add the sum of 25 and 20."
((41 + 9) + (40 * 44) - 25) * (4 + 7),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then multiply that by the sum of 4 and 7."
((41 + 9) + (40 * 44) - 25) - (5 + 10 + 5),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then subtract the sum of 5, 10, and 5."
((41 + 9) + (40 * 44) - 25) * (4 * 9),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then multiply that by the product of 4 and 9."
((41 + 9) + (40 * 44) - 25) - (4 * 8),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then subtract the product of 4 and 8."
((41 + 9) + (40 * 44) - 25) - (4 * 5),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then subtract the product of 4 and 5."
((41 + 9) + (40 * 44) - 25) * (12 + 18),"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then multiply that by the sum of 12 and 18."
((41 + 9) + (40 * 44) - 25) * 7,"add 41 and 9, multiply 40 by 44, add the results, then subtract 25, then multiply that by 7."
30 * 21 * 19 - 9 + 27,"multiply 30, 21, and 19 together, then subtract 9, then add 27."
(30 * 21 * 19 - 9 + 27) * (4 + 17),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then multiply that by the sum of 4 and 17."
(30 * 21 * 19 - 9 + 27) - (8 + 11 + 2),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then subtract the sum of 8, 11, and 2."
(30 * 21 * 19 - 9 + 27) + (16 + 21 + 16),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then add the sum of 16, 21, and 16."
(30 * 21 * 19 - 9 + 27) + 15,"multiply 30, 21, and 19 together, then subtract 9, then add 27, then add 15."
(30 * 21 * 19 - 9 + 27) - (9 + 42),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then subtract the sum of 9 and 42."
(30 * 21 * 19 - 9 + 27) - (36 + 40),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then subtract the sum of 36 and 40."
(30 * 21 * 19 - 9 + 27) * 8,"multiply 30, 21, and 19 together, then subtract 9, then add 27, then multiply that by 8."
(30 * 21 * 19 - 9 + 27) + (26 + 17 + 4),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then add the sum of 26, 17, and 4."
(30 * 21 * 19 - 9 + 27) - (33 - 50),"multiply 30, 21, and 19 together, then subtract 9, then add 27, then subtract the difference of 33 and 50."
(35 + 32) + (41 * 9) - 22,"add 35 and 32, multiply 41 by 9, add the results, then subtract 22."
((35 + 32) + (41 * 9) - 22) + (36 + 50),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then add the sum of 36 and 50."
((35 + 32) + (41 * 9) - 22) - (6 * 12),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then subtract the product of 6 and 12."
((35 + 32) + (41 * 9) - 22) + 9,"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then add 9."
((35 + 32) + (41 * 9) - 22) - (44 + 4),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then subtract the sum of 44 and 4."
((35 + 32) + (41 * 9) - 22) + 18,"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then add 18."
((35 + 32) + (41 * 9) - 22) - (10 * 11),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then subtract the product of 10 and 11."
((35 + 32) + (41 * 9) - 22) + (14 + 16 + 5),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then add the sum of 14, 16, and 5."
((35 + 32) + (41 * 9) - 22) + (10 + 13 + 11),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then add the sum of 10, 13, and 11."
((35 + 32) + (41 * 9) - 22) - (23 + 8 + 21),"add 35 and 32, multiply 41 by 9, add the results, then subtract 22, then subtract the sum of 23, 8, and 21."
19 + 7 + 48 + 50 + 51,"add 19, 7, 48, 50, and 51."
(19 + 7 + 48 + 50 + 51) - 4,"add 19, 7, 48, 50, and 51, then subtract 4."
(19 + 7 + 48 + 50 + 51) - 18,"add 19, 7, 48, 50, and 51, then subtract 18."
(19 + 7 + 48 + 50 + 51) - (36 + 23),"add 19, 7, 48, 50, and 51, then subtract the sum of 36 and 23."
(19 + 7 + 48 + 50 + 51) - 35,"add 19, 7, 48, 50, and 51, then subtract 35."
(19 + 7 + 48 + 50 + 51) + (50 + 12),"add 19, 7, 48, 50, and 51, then add the sum of 50 and 12."
(19 + 7 + 48 + 50 + 51) - 28,"add 19, 7, 48, 50, and 51, then subtract 28."
(19 + 7 + 48 + 50 + 51) - (20 + 35),"add 19, 7, 48, 50, and 51, then subtract the sum of 20 and 35."
(19 + 7 + 48 + 50 + 51) * 11,"add 19, 7, 48, 50, and 51, then multiply that by 11."
(19 + 7 + 48 + 50 + 51) * (5 * 10),"add 19, 7, 48, 50, and 51, then multiply that by the product of 5 and 10."
